también,Adverb,1 week ago,
mi nuevo,,1 week ago,
paciencia,Noun,1 week ago,
nosotros,Pronoun,1 week ago,
tener,Verb,1 week ago,
hija,,1 week ago,
excepto,Preposition,1 week ago,
más que,,1 week ago,
contigo,Pronoun,1 week ago,
nadie,Pronoun,1 week ago,
más,Adverb,1 week ago,
importante,,1 week ago,
somos,Verb,1 week ago,
a él,,1 week ago,
licencia de conducir,,1 week ago,
pon,Verb,1 week ago,
camino,Noun,1 week ago,
tránsito,Noun,1 week ago,
por,Preposition,1 week ago,
ubicación,Noun,1 week ago,
gps,Noun,1 week ago,
ten cuidado,,1 week ago,
montaba,Verb,1 week ago,
bicicleta,,1 week ago,
ir,Verb,1 week ago,
había,,1 week ago,
cuatro,Numeral,1 week ago,
jugar,Verb,2 weeks ago,
busqué,Verb,2 weeks ago,
disfrutar,Verb,2 weeks ago,
cuál,Pronoun,2 weeks ago,
vas a,,2 weeks ago,
buscaron,Verb,2 weeks ago,
buscamos,Verb,2 weeks ago,
padrastro,Noun,2 weeks ago,
buscó,Verb,2 weeks ago,
madrastras,Noun,2 weeks ago,
primero,Adverb,2 weeks ago,
hotel,,2 weeks ago,
pescar,Verb,2 weeks ago,
barato,,2 weeks ago,
de vacaciones,,2 weeks ago,
empaqué,Verb,2 weeks ago,
allí,Adverb,2 weeks ago,
hay,Verb,2 weeks ago,
ellas,Pronoun,2 weeks ago,
maleta,,2 weeks ago,
plancharía,Verb,2 weeks ago,
pasando,Verb,2 weeks ago,
paso,Verb,2 weeks ago,
nos interesa,,2 weeks ago,
el otro día,,2 weeks ago,
de repente,,2 weeks ago,
últimamente,Adverb,2 weeks ago,
suspenso,Noun,2 weeks ago,
a punto de,,2 weeks ago,
tiene,,2 weeks ago,
sobre,Preposition,2 weeks ago,
libro,,2 weeks ago,
alguna,Determiner,2 weeks ago,
bien,Adverb,2 weeks ago,
completamente,Adverb,2 weeks ago,
generosos,Adjective,2 weeks ago,
reservadas,Adjective,2 weeks ago,
antipático,Adjective,2 weeks ago,
los lunes,,2 weeks ago,
ni,Conjunction,2 weeks ago,
tan,Adverb,2 weeks ago,
hablar,Verb,2 weeks ago,
bastante,Adverb,2 weeks ago,
eran,Verb,2 weeks ago,
son,Verb,2 weeks ago,
conocí,Verb,2 weeks ago,
dinero,,2 weeks ago,
leíste,Verb,2 weeks ago,
ninguno de,,2 weeks ago,
algún,Determiner,2 weeks ago,
web,Noun,2 weeks ago,
hospital,,2 weeks ago,
deles,,2 weeks ago,
dígales,,2 weeks ago,
apropiadas,Adjective,2 weeks ago,
obligatorio,Adjective,2 weeks ago,
pídasela,,2 weeks ago,
pídaselos,,2 weeks ago,
obligatorios,Adjective,2 weeks ago,
profesor,,2 weeks ago,
examen,,2 weeks ago,
francés,Noun,2 weeks ago,
clases,Noun,2 weeks ago,
cuándo,Adverb,2 weeks ago,
responder,Verb,2 weeks ago,
hombre,Noun,3 weeks ago,
conociste,Verb,3 weeks ago,
recibir,Verb,3 weeks ago,
lleves,Verb,3 weeks ago,
temprano,Adverb,3 weeks ago,
afuera,Adverb,3 weeks ago,
a menudo,,3 weeks ago,
balcón,Noun,3 weeks ago,
de ida y vuelta,,3 weeks ago,
teníamos,Verb,3 weeks ago,
me gusta,,3 weeks ago,
lentes,Noun,3 weeks ago,
boleto,,3 weeks ago,
a veces,,3 weeks ago,
ayudar,Verb,3 weeks ago,
exportamos,Verb,3 weeks ago,
tercios,Noun,3 weeks ago,
exporta,Verb,3 weeks ago,
voy a,,3 weeks ago,
usar,Verb,3 weeks ago,
teatro,Noun,3 weeks ago,
viajé,Verb,3 weeks ago,
extranjero,Noun,3 weeks ago,
favorito,Adjective,3 weeks ago,
primer,Determiner,3 weeks ago,
estados unidos,,3 weeks ago,
más o menos,,3 weeks ago,
trabajar,Verb,3 weeks ago,
estudiar,,3 weeks ago,
le gusta,,3 weeks ago,
gay,Noun,3 weeks ago,
me interesa,,3 weeks ago,
mi,Determiner,3 weeks ago,
comprándoles,Pronoun,3 weeks ago,
boletos,Noun,3 weeks ago,
llevar,Verb,3 weeks ago,
acompañar,Verb,3 weeks ago,
invitar,Verb,3 weeks ago,
aeropuerto,,3 weeks ago,
carro,,3 weeks ago,
vamos a,,3 weeks ago,
van a,,3 weeks ago,
se desayuna,,3 weeks ago,
nueve,Numeral,3 weeks ago,
se vive,,3 weeks ago,
ese,,3 weeks ago,
se puede ir,,3 weeks ago,
ganar,Verb,3 weeks ago,
se,Pronoun,3 weeks ago,
estrés,Noun,3 weeks ago,
se almuerza,,3 weeks ago,
familia,,4 weeks ago,
matemáticas,Noun,4 weeks ago,
se trabaja,,4 weeks ago,
encantan,Verb,4 weeks ago,
el fútbol,,4 weeks ago,
menos,Adjective,4 weeks ago,
costumbres,Noun,4 weeks ago,
costumbre,Noun,4 weeks ago,
comer,Verb,4 weeks ago,
cumpleaños,Noun,4 weeks ago,
se puede cenar,,4 weeks ago,
fuera,Adverb,4 weeks ago,
viajaríamos,Verb,4 weeks ago,
restaurante,,4 weeks ago,
baile,Noun,4 weeks ago,
diferente,,4 weeks ago,
bajo,Adjective,4 weeks ago,
renové,Verb,1 month ago,
compres,Verb,1 month ago,
cien,Numeral,1 month ago,
por ciento,,1 month ago,
compré,Verb,1 month ago,
doscientos,Numeral,1 month ago,
grande,,1 month ago,
muebles,Noun,1 month ago,
hijo,,1 month ago,
desde,Adverb,1 month ago,
ocho,Numeral,1 month ago,
comprar,,1 month ago,
clásicas,Adjective,1 month ago,
cobrar,Verb,1 month ago,
clásica,Adjective,1 month ago,
qué,Pronoun,1 month ago,
va a,,1 month ago,
mesa,,1 month ago,
todavía,Adverb,1 month ago,
bien,Noun,1 month ago,
entonces,Adverb,1 month ago,
envíeles,,1 month ago,
envíele,Pronoun,1 month ago,
explicaciones,Noun,1 month ago,
pregunta,,1 month ago,
lentamente,Adverb,1 month ago,
lea,Verb,1 month ago,
correo electrónico,,1 month ago,
esposa,,1 month ago,
se llama,,1 month ago,
personas,,1 month ago,
típicos,Adjective,1 month ago,
estaciones,Noun,1 month ago,
quién,Pronoun,1 month ago,
exactamente,Adverb,1 month ago,
cuáles,Pronoun,1 month ago,
llueve,Verb,1 month ago,
trompeta,Noun,1 month ago,
músicos,Noun,1 month ago,
lotería,Noun,1 month ago,
tomar,Verb,1 month ago,
yoga,Noun,1 month ago,
hagas,Verb,1 month ago,
hace frío,,1 month ago,
joyas,Noun,1 month ago,
vayas,Verb,1 month ago,
pongas,Verb,1 month ago,
tolerantes,Adjective,1 month ago,
menciona,Verb,1 month ago,
dile,,1 month ago,
pídesela,,1 month ago,
equivocada,Adjective,1 month ago,
pídeles,,1 month ago,
diles,,1 month ago,
pídele,,1 month ago,
hermana,,1 month ago,
organicé,Verb,1 month ago,
bailar,Verb,1 month ago,
niña,Noun,1 month ago,
cambiar,Verb,1 month ago,
eso,Pronoun,1 month ago,
musicales,Noun,1 month ago,
despiertos,Adjective,1 month ago,
despierta,Adjective,1 month ago,
cabaña,Noun,1 month ago,
cantar,Verb,1 month ago,
música,Noun,1 month ago,
hace,,1 month ago,
europa,Proper noun,1 month ago,
uno,,1 month ago,
escuchando,Verb,1 month ago,
plata,Noun,1 month ago,
u,Conjunction,1 month ago,
compre,Verb,1 month ago,
mantener,Verb,1 month ago,
recordar,Verb,1 month ago,
inglés,Noun,1 month ago,
lejos,Adverb,1 month ago,
vengas,Verb,1 month ago,
des,Verb,1 month ago,
deberías,Verb,1 month ago,
tengas,Verb,1 month ago,
ponerte,Pronoun,1 month ago,
abrigo,,1 month ago,
montar,Verb,1 month ago,
se sienten,,1 month ago,
diciendo,Verb,1 month ago,
cuidar,Verb,1 month ago,
le doy,,1 month ago,
tenemos que,,1 month ago,
cuántas,Adjective,1 month ago,
se siente,,1 month ago,
la quiero,,1 month ago,
aprobar,Verb,1 month ago,
usted vive,,1 month ago,
vainilla,Noun,1 month ago,
cerca,Adverb,1 month ago,
ponga,Verb,1 month ago,
un poco,,1 month ago,
mujer,Noun,1 month ago,
llegar,Verb,1 month ago,
muchas,Adjective,1 month ago,
hablar de,,1 month ago,
conocer,Verb,1 month ago,
especialmente,Adverb,1 month ago,
gato,,1 month ago,
alguien,Pronoun,1 month ago,
sin parar,,1 month ago,
con nadie,,1 month ago,
duras,Verb,1 month ago,
extrañamos,Verb,1 month ago,
comienzo,Noun,1 month ago,
creo que,,1 month ago,
agua,Noun,1 month ago,
fútbol americano,,1 month ago,
en punto,,1 month ago,
software,Noun,1 month ago,
atención,Noun,1 month ago,
debajo,Preposition,1 month ago,
lo quiero,,1 month ago,
todos,Pronoun,1 month ago,
simpático,Adjective,1 month ago,
vivían,Verb,1 month ago,
e,Conjunction,1 month ago,
inteligente,,1 month ago,
bolígrafo,,1 month ago,
encontrar,Verb,1 month ago,
en todas partes,,1 month ago,
préstame,,1 month ago,
leche,Noun,1 month ago,
imaginas,Verb,1 month ago,
imaginan,Verb,1 month ago,
perfecto,,1 month ago,
después,Preposition,1 month ago,
libros,Noun,1 month ago,
de vez en cuando,,1 month ago,
cansado,Adjective,2 months ago,
aprender,Verb,2 months ago,
otra vez,,2 months ago,
le interesa,,2 months ago,
explícamelos,,2 months ago,
préstamelos,,2 months ago,
préstamelo,,2 months ago,
explícamelo,,2 months ago,
leer,,2 months ago,
lloviendo,Verb,2 months ago,
pintar,Verb,2 months ago,
usando,Verb,2 months ago,
paraguas,Noun,2 months ago,
estudiando,Verb,2 months ago,
dirían,Verb,2 months ago,
viajar,Verb,2 months ago,
habría,Verb,2 months ago,
al mismo tiempo,,2 months ago,
basura,Noun,2 months ago,
tiempo libre,,2 months ago,
tanto como,,2 months ago,
ojo,Noun,2 months ago,
tanto como,,2 months ago,
menos que,,2 months ago,
me maquillo,,2 months ago,
me ducho,,2 months ago,
tenías,Verb,2 months ago,
debes,Verb,2 months ago,
pagó,Verb,2 months ago,
cuenta,,2 months ago,
gran,Adjective,2 months ago,
se celebra,,2 months ago,
se regalan,,2 months ago,
se celebran,,2 months ago,
se regala,,2 months ago,
se come,,2 months ago,
sudamérica,Proper noun,2 months ago,
con calma,,2 months ago,
tampoco,,2 months ago,
currículum,Noun,2 months ago,
hermano,,2 months ago,
llamando,Verb,2 months ago,
espectacular,Adjective,2 months ago,
dueños,Noun,2 months ago,
museo,,2 months ago,
nos vamos,,2 months ago,
según,Preposition,2 months ago,
poniendo,Verb,2 months ago,
corrigiendo,Verb,2 months ago,
siguiendo,Verb,2 months ago,
cocinándolas,Pronoun,2 months ago,
visitando,Verb,2 months ago,
lentejas,Noun,2 months ago,
solo,Adjective,2 months ago,
en este momento,,2 months ago,
viendo,Verb,2 months ago,
poniéndola,Pronoun,2 months ago,
visitándolos,Pronoun,2 months ago,
eligiendo,Verb,2 months ago,
llamándolo,Pronoun,2 months ago,
cocinando,Verb,2 months ago,
florero,Noun,2 months ago,
al lado,,2 months ago,
pescado,,2 months ago,
que viene,,2 months ago,
durante,Preposition,2 months ago,
digas,Verb,2 months ago,
madre,,2 months ago,
internet,Noun,2 months ago,
estar,Verb,2 months ago,
cola,,2 months ago,
apartamento,,2 months ago,
te amo,,2 months ago,
tanto,Adverb,2 months ago,
vacaciones,Noun,2 months ago,
exploras,Verb,2 months ago,
francia,Proper noun,2 months ago,
me puedes decir,,2 months ago,
a,Preposition,2 months ago,
decirles,Pronoun,2 months ago,
te vas,,2 months ago,
disfruta,Verb,2 months ago,
siga,Verb,2 months ago,
feliz,Adjective,2 months ago,
a ti,,2 months ago,
electricidad,Noun,2 months ago,
prepare,Verb,2 months ago,
haz,Verb,2 months ago,
te gusta,,2 months ago,
meriendas,Noun,2 months ago,
sabores,Noun,2 months ago,
darle,Pronoun,2 months ago,
a usted,,2 months ago,
le gustan,,2 months ago,
haga,Verb,2 months ago,
dentro,Adverb,2 months ago,
leí,Verb,2 months ago,
interesantes,Adjective,2 months ago,
tarjetas de crédito,,2 months ago,
caja registradora,,2 months ago,
ropa interior,,2 months ago,
tienda,,2 months ago,
nos gusta,,2 months ago,
me encanta,,2 months ago,
de talla única,,2 months ago,
lana,Noun,2 months ago,
hacia,Adverb,2 months ago,
escribiendo,Verb,2 months ago,
pensando,Verb,2 months ago,
buscando,Verb,2 months ago,
dibujar,Verb,2 months ago,
dibujando,Verb,2 months ago,
tú vas,,2 months ago,
final,Noun,2 months ago,
aprendiendo,Verb,2 months ago,
seis,Numeral,2 months ago,
ex,Noun,2 months ago,
interesante,,2 months ago,
activas,Adjective,2 months ago,
nos despertamos,,2 months ago,
hables,Verb,2 months ago,
visites,Verb,2 months ago,
elegir,Verb,2 months ago,
el café,,2 months ago,
contabilidad,Noun,2 months ago,
celular,Noun,2 months ago,
algo,Pronoun,2 months ago,
jugué,Verb,2 months ago,
tenis,Noun,2 months ago,
gatos,Noun,2 months ago,
encantaría,Verb,2 months ago,
vivir en,,2 months ago,
setenta,Numeral,2 months ago,
decir,Verb,2 months ago,
película,Noun,2 months ago,
los años,,2 months ago,
partido,Noun,2 months ago,
visitar,Verb,2 months ago,
cajeros automáticos,,2 months ago,
ochenta,Numeral,2 months ago,
pagar,,2 months ago,
tienes que,,2 months ago,
a ella le,,2 months ago,
imaginaria,Adjective,2 months ago,
maravillosa,Adjective,2 months ago,
imaginarias,Adjective,2 months ago,
vivo,,2 months ago,
volver,Verb,2 months ago,
gustaría,Verb,2 months ago,
discutir,Verb,2 months ago,
punto de vista,,2 months ago,
para,Preposition,2 months ago,
hablas con,,2 months ago,
personal,Noun,2 months ago,
de verdad,,2 months ago,
sobre,Adverb,2 months ago,
lancé,Verb,2 months ago,
a tiempo,,2 months ago,
crucé,Verb,2 months ago,
sesenta,Numeral,2 months ago,
prestar,Verb,2 months ago,
cincuenta,Numeral,2 months ago,
los,Pronoun,2 months ago,
ilegal,Adjective,2 months ago,
pasaporte,,2 months ago,
medicina,,2 months ago,
españa,Proper noun,2 months ago,
frecuentemente,Adverb,2 months ago,
veníamos,Verb,2 months ago,
béisbol,Noun,2 months ago,
visitaban,Verb,2 months ago,
abuelo,,2 months ago,
cinco,Numeral,2 months ago,
de acuerdo,,2 months ago,
progresos,Noun,2 months ago,
puntos de vista,,2 months ago,
ya,Adverb,2 months ago,
quedarme,Pronoun,2 months ago,
hablar español,,2 months ago,
árbitro,Noun,2 months ago,
ajedrez,Noun,2 months ago,
empieza,Verb,2 months ago,
abrir,Verb,2 months ago,
abras,Verb,2 months ago,
subas,Verb,2 months ago,
abres la,,2 months ago,
viajarías,Verb,2 months ago,
competirían,Verb,2 months ago,
competiría,Verb,2 months ago,
dormirían,Verb,2 months ago,
competirías,Verb,2 months ago,
viajaría,Verb,2 months ago,
azúcar,,2 months ago,
mantequilla,Noun,2 months ago,
freír,Verb,2 months ago,
batir,Verb,2 months ago,
llene,Verb,2 months ago,
corte,Verb,2 months ago,
compró,Verb,2 months ago,
y,Conjunction,2 months ago,
calefacción,Noun,2 months ago,
méxico,Proper noun,2 months ago,
azul,,2 months ago,
pidió,Verb,3 months ago,
salir,Verb,3 months ago,
venir,Verb,3 months ago,
salgas,Verb,3 months ago,
oficina de correos,,3 months ago,
cerrar,Verb,3 months ago,
inmediatamente,Adverb,3 months ago,
conocen,Verb,3 months ago,
hispanohablante,Adjective,3 months ago,
el mejor,,3 months ago,
de compras,,3 months ago,
luego,Adverb,3 months ago,
cenar,Verb,3 months ago,
sed,Noun,3 months ago,
haciendo,Verb,3 months ago,
correo,Noun,3 months ago,
hablar con,,3 months ago,
llamándola,Pronoun,3 months ago,
generosa,Adjective,3 months ago,
cruel,Adjective,3 months ago,
antipáticos,Adjective,3 months ago,
reservada,Adjective,3 months ago,
generosas,Adjective,3 months ago,
generoso,Adjective,3 months ago,
reservado,Adjective,3 months ago,
crueles,Adjective,3 months ago,
antipáticas,Adjective,3 months ago,
reservados,Adjective,3 months ago,
ti,Pronoun,3 months ago,
dar,Verb,3 months ago,
de niño,,3 months ago,
incluso,Adjective,3 months ago,
te gustan,,3 months ago,
vez,Noun,3 months ago,
nosotras,Pronoun,3 months ago,
limpiar,Verb,3 months ago,
hablando,Verb,3 months ago,
casi,Adverb,3 months ago,
solamente,Adverb,3 months ago,
jamás,Adverb,3 months ago,
votaré,Verb,3 months ago,
poner,Verb,3 months ago,
compra,Verb,3 months ago,
análisis de sangre,,3 months ago,
dame,,3 months ago,
grifos,Noun,3 months ago,
se las,,3 months ago,
te lo,,3 months ago,
aspiradora,Noun,3 months ago,
traigo,Verb,3 months ago,
carnicería,Noun,3 months ago,
gasolinera,Noun,3 months ago,
comisaría,Noun,3 months ago,
delante de,,3 months ago,
gasolineras,Noun,3 months ago,
sándwiches,Noun,3 months ago,
eras,Verb,3 months ago,
por todas partes,,3 months ago,
felices,Adjective,3 months ago,
apretados,Adjective,3 months ago,
a mí me,,3 months ago,
enseñándoles,Pronoun,3 months ago,
bistec,Noun,3 months ago,
enviándole,Pronoun,3 months ago,
viajes,Verb,3 months ago,
sigue,Verb,3 months ago,
enviar,Verb,3 months ago,
código postal,,3 months ago,
nadar,Verb,3 months ago,
les gusta,,3 months ago,
esquiar,Verb,3 months ago,
hace calor,,3 months ago,
agradecerle,Pronoun,3 months ago,
invitarlos,Pronoun,3 months ago,
todo el tiempo,,3 months ago,
manejar,Verb,3 months ago,
es tan,,3 months ago,
aire acondicionado,,3 months ago,
peor,Adjective,3 months ago,
caminar,Verb,3 months ago,
duele,Verb,3 months ago,
tos,Noun,3 months ago,
por suerte,,3 months ago,
nos encanta,,3 months ago,
cobró,Verb,3 months ago,
clásicos,Adjective,3 months ago,
ruinas,Noun,4 months ago,
típico,Adjective,4 months ago,
un plato,,4 months ago,
preparar,Verb,4 months ago,
ahí,Adverb,4 months ago,
cuero,Noun,4 months ago,
seguir,Verb,4 months ago,
usualmente,Adverb,4 months ago,
le das,,4 months ago,
se van,,4 months ago,
relajarse,Pronoun,4 months ago,
me divierto,,4 months ago,
se divierte,,4 months ago,
te diviertes,,4 months ago,
divertirte,Pronoun,4 months ago,
nos relajamos,,4 months ago,
éramos,Verb,4 months ago,
devolver,Verb,4 months ago,
me la,,4 months ago,
entender,Verb,4 months ago,
preferiría,Verb,4 months ago,
secretas,Adjective,4 months ago,
viviría,Verb,4 months ago,
escribiría,Verb,4 months ago,
secreta,Adjective,4 months ago,
secretos,Adjective,4 months ago,
secreto,Adjective,4 months ago,
corriges,Verb,4 months ago,
interesan,Verb,4 months ago,
de moda,,4 months ago,
distinta,Adjective,4 months ago,
obvia,Adjective,4 months ago,
estar de acuerdo,,4 months ago,
en realidad,,4 months ago,
la más,,4 months ago,
anteayer,Adverb,4 months ago,
informática,Noun,4 months ago,
cable,Noun,4 months ago,
tarea,Noun,4 months ago,
corregirlas,,4 months ago,
corrigen,Verb,4 months ago,
ortografía,Noun,4 months ago,
tengo que,,4 months ago,
corrijo,Verb,4 months ago,
resfriado,Adjective,4 months ago,
resfriadas,Adjective,4 months ago,
ponerme,Pronoun,4 months ago,
ciencia ficción,,4 months ago,
a pie,,4 months ago,
pasado mañana,,4 months ago,
las afueras,,4 months ago,
descripciones,Noun,4 months ago,
decisión,Noun,4 months ago,
discutí,Verb,4 months ago,
gemelo,Adjective,4 months ago,
gemela,Adjective,4 months ago,
se va,,4 months ago,
instructoras,Noun,4 months ago,
nos conocen,,4 months ago,
traduzco,Verb,4 months ago,
pertenezco,Verb,4 months ago,
le encanta,,5 months ago,
pastillas,Noun,5 months ago,
estresado,Adjective,5 months ago,
qué te pasa,,5 months ago,
pastilla,Noun,5 months ago,
qué les pasa,,5 months ago,
qué le pasa,,5 months ago,
emergencias,Noun,5 months ago,
estresada,Adjective,5 months ago,
comiendo,Verb,5 months ago,
mejor,Adjective,5 months ago,
me siento,,5 months ago,
tendrás,Verb,5 months ago,
lecciones,Noun,5 months ago,
química,Adjective,5 months ago,
geografía,Noun,5 months ago,
lavavajillas,Noun,6 months ago,
así,Adverb,6 months ago,
empezar,Verb,6 months ago,
actualmente,Adverb,6 months ago,
claramente,Adverb,6 months ago,
lesbianas,Adjective,6 months ago,
lesbiana,Adjective,6 months ago,
viuda,Adjective,6 months ago,
viudo,Adjective,6 months ago,
divorciados,Adjective,6 months ago,
divorciada,Adjective,6 months ago,
divorciado,Adjective,6 months ago,
viudos,Adjective,6 months ago,
triste,Adjective,6 months ago,
al fondo del,,6 months ago,
salía,Verb,6 months ago,
luminoso,Adjective,6 months ago,
salían,Verb,6 months ago,
salíamos,Verb,6 months ago,
al fondo de,,6 months ago,
luminosa,Adjective,6 months ago,
a nosotros,,6 months ago,
gafas de sol,,6 months ago,
traje,Verb,6 months ago,
continúas,Verb,6 months ago,
